text,label
Arrived in the riginal packaging. Never had an issue. charging is fast.,positive
It is light and easy to carry and the app is simple to use. I would recommend it to anyone.,positive
"The charger is hopeless, but the screen is quiet. Happy to recommend this one.",positive
Better than I expected. Seriously the sound is surprisingly gooood. Recommend it without hesitation.,positive
"The sound is surprisingly good, but support never replied. Zero out of ten.",negative
Betterthan I expected — the screen is bright and sharp :D,positive
It fits perfectly and support replied within an hour. Happy to recommend this one.,positive
"Comparing it with my old one. The battery dies in two hours, but charging is fast. No complaints at all.",positive
"The sound crackles at low volume, but support replied within an hour. Very pleased.",positive
"The build quality feels solid, but it does not fit at all. Never again.",negative
Bought it last month. So glad I bought it. Genuinely delivery arrived a day early. Will buy again.,positive
Really happy with it — the screen is bright and sharp 👍,positive
Really happy with it. Genuinely the app is simple to use. Will buy again.,positive
The case is faulty and the screen has dead pixels. Zero out of ten.,negative
"Support never replied, but the screen is bright and sharp. No omplaints at all.",negative
BEST PURCHASE THIS YEAR — THE BATTERY LASTS ALL DAY :D,positive
"My wife uses it more than I do. Support replied within an hour, but delivery took three weeks. Asked for a refund.",negative
Very disappointed. setup was a nightmare. Asked for a refun.,negative
SAVE YOUR MONEY. ABSOLUTELY IT OVERHEATS WHILE CHARGING. NEVER AGAIN.,negative
Better than I expected. Absolutely charging is fast. Will buy again.,positive
"The finish is unreliable, but the app is handy. Very pleased.",positive
"THE CAMERA IS SHARP EVEN AT NIGHT, BUT IT OVERHEATS WHILE CHARGING. AVOID.",negative
It overheats while charging and the sound crackles at low volume. Zero out of ten.,negative
Do not buy this. Absolutely it is far too heavy. Very poor value.,negative
Comparing it with my old one. The case is unreliable and the screen has dead pixels. Deeply unimpressed.,negative
"IT IS FAR TOO HEAVY, BUT CHARGING IS FAST. NO COMPLAINTS AT ALL.",positive
Second one I have owned. Terrible experience. Genuinely the camera is blurry indoors. I cannot recommend it.,negative
Ordered during the sale. One star. Honestly it overheats while charging. Zero out of ten.,negative
"The camera is lovely, but the app is rough. Not worth the price.",negative
"The sound crackles at low volume, but the camera is sharp even at night. Exactly as described.",positive
Works beautifully. Really the app is simple to use. Will buy again.,positive
"The sound is surprisingly good, but he camera is blurry indoors. Hard to recommend at this price.",negative
Regret this purchase. Absolutely it does not fit at all. Asked for a refund.,negative
Five stars. the battery lasts all day. Very pleased.,positive
"It is far too heavy, but the sound is surprisingly good. Ten out of ten.",positive
Exactly what I needed. Honestly setup took two minutes. Great value.,positive
"It is far too heavy, but the build quality feels solid. Great value.",positive
Broke within a week. Genuinely delivery took three weeks. Hard to recommend at this price.,negative
Delighted with this one. Honestly charging is fast. Happy to recommend this one.,positive
Would not recommend. Honestly the plastic feels cheap. Never again.,negative
Exactly what I needed. Genuinely the app is simple to use. Great value.,positive
Save your money. Really the sound crackles at low volume. I cannot recommend it.,negative
Bought it last month. Save your money. Genuinely the camera is blurry indoors. I cannot recommend it.,negative
"The sound crackles atlow volume, but it fits perfectly. Would buy it again tomorrow.",positive
Best purchase this year. charging is fast. Great value.,positive
The battery dies in two hours and delivery took three weeks. Deeply unimpressed.,negative
"Ordered during the sale. It is far too heavy, but the screen is bright and sharp. Would buy it again tomorrow.",positive
"Used it daily for two weeks. The finish is brilliant, but the fan is fragile. I cannot recommend it.",negative
Second one I have owned. Five stars. Genuinely the app is simple to use. I would recommend it to anyone.,positive
"Used it daily for two weeks. The sound is surprisingly good, but the plastic feels cheap. Very poor value.",negative
Not worth it. the screen has dead pixel.,negative
Five stars. Genuinely the battery lasts all day. No complaints at all.,positive
"Setup was a nightmare, but the screen is bright and sharp. No complaints at all.",positive
"It is light and easy to carry, but it overheats while charging. Deeply unimpressed.",negative
"Comparing it with my old one. Good idea, terrible execution. the app crashes on every launch.",negative
Five strs. Really the camera is sharp even at night. I would recommend it to anyone.,positive
Works beautifully. Absolutely the screen is bright and sharp. Exactly as described.,positive
It does not fit at all and the plastic feels cheap. Avoid.,negative
Would not recommend. Honestly it is far too heavy. Hard to recommend at this price.,negative
Save your money. Honestly the plastic feels cheap. Would not buy it again.,negative
My wife uses it more than I do. The charger is generous and the sound is surprisingly good. No complaints at all.,negative
Worth every rupee. Really setup took two minutes. Exactly as described.,positive
"Bought it last month. The charger is responsive, but the keyboard is hopeless. Hard to recommend at this price.",negative
Support replied within an hour and it is light and easy to carry. Recommend it without hesitation.,positive
Support replied within an hour and it fits perfectly. Highly recommended.,positive
Hardly any complaints. it fits perfectly.,positive
Terrible experience. Really it does not fit at all. Not worth the price.,negative
Really happy with it. Really the camera is sharp even at night. Great value.,positive
Delivery took three weeks and the app crashes on every launch. Very poor value.,negative
Bought it last month. Returned it the same week — the plastic feels cheap,negative
Absolutely love this. Really thecamera is sharp even at night. Very pleased.,positive
Second one I have owned. Better than I expected. Absolutely the app is simple to use. Highly recommended.,negative
Works beautifully. the app is simple to use. Highly recommended.,positive
The sound crackles at low volume and the camera is blurry indoors. Never again.,negative
Does not do whatit promises. setup was a nightmare.,negative
Second one I have owned. Support never replied and the battery dies in two hours. I cannot recommend it.,negative
The sound is surprisingly gooood and the sound is surprisingly gooood. Very pleased.,positive
The speaker is cramped and support never replied. Deeply unimpressed.,negative
REGRET THIS PURCHASE. SERIOUSLY THE PLASTIC FEELS CHEAP. DEEPLY UNIMPRESSED.,negative
"Second one I have owned. The sound is surprisingly good, but support never replied. I cannot recommend it.",negative
REALLY HAPPY WITH IT. THE CAMERA IS SHARP EVEN AT NIGHT. VERY PLEASED.,positive
Would not recommend. Honestly it does not fit at all. Deeply unimpressed.,positive
The camera is sharp even at night and the build quality feels solid. Exactly as described.,positive
Comparing it with my old one. It is far too heavy and setup was a nightmare. I cannot recommend it.,negative
Not as described. delivery took three weeks.,negative
Complete waste of money — the camera is blurry indoors 👎,positive
Comparing it with my old one. Works beautifully. Genuinely the battery lasts all day. No complaints at all.,positive
The keyboard is generousand delivery arrived a day early. Ten out of ten.,positive
Regret this purchase. Genuinely support never replied. Hard to recommend at this price.,negative
It does not fit at all and the plastc feels cheap. Very poor value.,negative
Five stars. Honestly the battery lasts al day. Great value.,positive
Hardly any complaints. i fits perfectly.,positive
So glad I bought it. Absolutely support replied within an hour. No complaints at all.,positive
Best purchase this year. Honestly setup took two minutes. Very pleased.,positive
"The battery is overpriced, but the finish is sturdy. Happy to recommend this one.",positive
The finish is sturdy and delivery arrived a day early. Great value.,positive
The app is simple to use and setup took two minutes. Recommend it without hesitation.,positive
Bought it last month. Setup took two minutes and the battery lasts all day. Ten out of ten.,positive
DO NOT BUY THIS — THE SCREEN HAS DEAD PIXELS 👎,negative
Worth every rupee. Genuinely the app is simple to use. Highly recommended.,positive
Comparing it with my old one. Support replied within an hour and delivery arrived a day early. I would recommend it to anyone.,positive
It fits perfectly and it is light and easy to carry. Very pleased.,positive
"It does not fit at all, but the app is simple to use. Happy to recommend this one.",positive
Bought it last month. Setup was a nightmare and support never replied. Hard to recommend at this rice.,negative
The fan is quiet and the camera is sharp even at night. No complaints at all,positive
Comparing it with my old one. Setup took two minutes and it fits perfectly. Highly recommended.,positive
The app crashes on every launch and it is far too heavy. Deeply unimpressed.,negative
"The app crashes on every launch, but the camera is sharp even at night. Highly recommended.",positive
My wife uses it more than I do. Five stars. Seriously the screen is bright and sharp. Highly recommended.,positive
"The app is simple to use, but the plastic feels cheap. Not worth the price.",negative
"It fits perfectly, but the app crashes on every launch. Asked for a refund.",negative
"The stand is smooth, but the fan is clunky. Not worth the price.",negative
"The cable is premium, but the button is flimsy. Asked for  refund.",negative
Really happy with it. Seriously charging is fast. Will buy again.,positive
So glad I bought it. Honestly charging is fast. Recommend it without hestation.,positive
"The charger is dim, but the cable is comfortable. Recommend it without hesitation.",positive
"The battery dies in two hours, but charging is fast. Happy to recommend this one.",positive
The fan is smooth and delivery arrived a day early. Happy to recommend this one.,positive
Bought it last month. Worth every rupee. Absolutely delivery arrived a day early. Will buy again.,positive
Used it daily for two weeks. The cable is handy and the app is simple to use. Exactly as described.,positive
"It is light and easy to carry, but setup was a nightmare. Never again.",negative
Best purchase this year. Honestly the sound is surprisingly good. Will buy again.,positive
Hardly any complaints. the sound is surprisingly good.,positive
"Bought it last month. The keyboard is responsive, but the finish is sluggish. Hard to recommend at this price.",negative
Better than I expected. Seriously the sound is surprisngly gooood. Recommend it without hesitation.,positive
The app crashes on every launch and the app crashes on every launch. Never again.,negative
"It fits perfectly, but the app crashes on every launch. Very poor value.",negative
Would not recommend. support never replied. Avoid.,negative
NEVER HAD AN ISSUE. IT FITS PERFECTLY.,positive
The price is the only good thing. suppot never replied.,negative
Arrived in the original pckaging. The sound crackles at low volume and the camera is blurry indoors. Never again.,negative
The camera is blurry indoors and the plastic feels cheap. Hard to recommend at this price.,negative
It is far too heavy and delivery took three weeks. I cannot recommend it.,negative
"Looks great,works badly. it does not fit at all.",negative
Charging is fast and setup took two minutes. Highly recommended.,positive
"Arrived in the original packaging. The plastic feels cheap, but delivery arrived a day early. Happy to recommend this one.",positive
Exactly what I needed. Absolutely delivery arrived a day early. Exactly as described.,positive
"Second one I have owned. The packaging is clunky, but the case is lovely. Highly recommended.",positive
Arrived in the original packaging. The app is simple to use and setup took two minutes. Great value.,positive
Bought it last month. The sound crackles at low volume and the screen has dead pixels. Never again.,negative
"Ordered during the sale. The battery is quick, but the keyboard is awkward. Would not buy it again.",negative
Never had an issue. support replied within an hour.,positive
"THE APP IS GENEROUS, BUT THE APP IS HOPELESS. HARD TO RECOMMEND AT THIS PRICE.",negative
"The build quality feels solid, but it does not fit at all. Avoid.",negative
"The battery dies in two hours, but support replied within an hor. Great value.",positive
It is light and easy to carry and the camera is sharp even at night. Ten out of ten.,positive
My wife uses it more than I do. Charging is fast and support replied within an hour. Highly recommended.,positive
The battery lasts all day and it is light and easy to carry. Recommend it without hesitation.,positive
My wife uses it more than I do. The screen has dead pixels and the plastic feels cheap.Deeply unimpressed.,negative
The battery is clunky and it overheats while charging. Never again.,negative
Very disappointed. the camera is blurry indoors. Avoid.,negative
Support replied within an hour and support replied within an hour. Recommend it without hesitation.,positive
"It fits perfectly, but setup was a nightmare. Asked for  refund.",negative
MY WIFE USES IT MORE THAN I DO. RETURNED IT THE SAME WEEK. SERIOUSLY SETUP WAS A NIGHTMARE. ZERO OUT OF TEN.,negative
Returned it the same week. it is far too heavy. Very poor value.,negative
Worth every rupee. Genuinely the app is simple to use. Ten out of ten.,positive
IT DOES NOT FIT AT ALL AND IT DOES NOT FIT AT ALL. NOT WORTH THE PRICE.,negative
"The stand is unreliable, but the fan is brilliant. Will buy again.",positive
Bought it last month. Would not recommend. Absolutely delivery took three weeks. Not worth the price.,negative
"The build quality feels soid, but it does not fit at all. Deeply unimpressed.",negative
Worth every rupee — delivery arrived a day early,positive
Bought it last month. Absolutely love this. Absolutely the camera is sharp even at night. Happy to recommend this one.,positive
Ordered during the sale. So glad I bought it — it fits perfectly :D,positive
SO GLAD I BOUGHT IT. ABSOLUTELY IT FITS PERFECTLY. HIGHLY RECOMMNDED.,positive
Broke within a week. Really the app crashes on every launch. Very poor value.,negative
Delivery took three weeks and it overheats while charging. Hard to recommend at this price.,negative
Very disappointed. it overheats while charging. Very poor value.,negative
The app is fragile and delivery took three weeks. Not worth the price.,negative
Delighted with this one. Seriously support replied within an hour. Will buy again.,positive
Comparing it with my old one. Best purchase this year. the camera is sharp even at night. Recommend it without hesitation.,positive
The battery lasts all day and it fits perfectly. Happy to recommend this one.,positive
"Not bad at all, actually. the camera is sharp even at night.",negative
Bought it last month. The price is the only good thing.the plastic feels cheap.,negative
Arrived in the original packaging. The app crashes on every launch and it is far too heavy. Very poor value.,negative
The fan is smooth and the app is simple to use. I would recommend it to anyone.,negative
Complete waste of money. Genuinely delivery took three weeks. Zero out of ten.,negative
The build quality feels solid and delivery arrived a day early. Great value.,positive
DOESN'T DISAPPOINT. DELIVERY ARRIVED A DAY EARLY.,positive
Regret this purchase. Seriously delivery took three weeks. Asked for a refund.,negative
Comparing it with my old one. The build quality feels solid and the build quality feels solid. Happy to recommend this one.,positive
Second one I have owned. The screen is awkward and it does not fit at all. Never again.,negative
Better than I expected. Absolutely the screen is bright and sharp. Very pleased.,positive
Delivery took three weeks and it overheats while charging. Very poor value.,negative
Regret this purchase. the battery dies in two hours. Would not buy it again,negative
"The camera is blurry indoors, but delivery arrived a day early. Happy to recommend this one.",positive
Second one I have owned. Better than I expected. Honestly the camera is sharp even at night. No complaints at all.,positive
The sound crackles at low volume and the sound crackles at low volume. Deeply unimpressed.,negative
Second one I have owned. Complete waste of money. Genuinely the plastic feels cheap. Never again.,negative
"The app is clunky, but the camera is reliable. Would buy it againtomorrow.",positive
"The sound is surprisingly good, but the app crashes on every launch. Never again.",negative
THE APP IS QUICK AND THE APP IS SIMPLE TO USE. WOULD BUY IT AGAIN TOMORROW.,positive
Save your money. Really setup was a nightmare. Never again.,negative
Best purchase this year. Absolutely support replied within an hour. Great value.,positive
"ORDERED DURING THE SALE. DELIVERY ARRIVED A DAY EARLY, BUT SETUP WAS A NIGHTMARE. AVOID.",negative
The app is simple to use and support replied within an hour. Great value.,positive
Regret this purchase. Honestly the screen has dead pixels. Hard to recommend at this price.,negative
Comparing it with my old one. The camera is sharp even at night and charging is fast. Would buy it again tomorrow.,positive
The screen is premium and the build quality feels solid. No complaints at all.,positive
The app crashes on every launch and it is far too heavy. Avoid.,negative
So glad I bought it. Really charging is fast. Happy to recommend this one.,positive
Really happy with it. Seriously setup took two minutes. Willbuy again.,positive
I was ready to hate it and i don't. upport replied within an hour.,positive
THE SOUND CRACKLES AT LOW VOLUME AND IT DOES NOT FIT AT ALL. HARD TO RECOMMEND AT THIS PRICE.,negative
The fan is overpriced and the camera is blurry indoors. Asked for a refund.,negative
Support never replied and the app crashes on every launch. Very poor value.,negative
One star. Absolutely the sound crackle at low volume. Avoid.,negative
Second one I have owned. Setup was a nightmare and delivery took three weeks. Hard to recommend at this price.,negative
The price is the only good thing. delivery took three weeks.,negative
"Setup was a nightmare, but delivery arrived a day early. I would recommend it to anyone.",positive
"The sound crackles at low volume, but setup took two minutes. Highly recommended.",positive
Better than I expected — the sound is surprisingly good :),positive
Absolutely love this. Seriously it fits perfectly. Recommend it without hesitation.,positive
IT IS FAR TOO HEAVY AND THE CAMERA IS BLURRY INDOORS. DEEPLY UNIMPRESSED.,negative
Ordered during the sale. Terrible experience. Really delivery took three weeks. I cannot recommend it.,negative
The sound crackles at low volume and it is far too heavy. I cannot recommend it.,negative
Cannot fault it. the camera is sharp even at night.,positive
SO GLAD I BOUGHT IT. ABSOLUTELY IT FITS PERFECTLY. NO COMPLAINTS AT ALL.,positive
The battery lasts all day and charging is fast. Would buy it again tomorrow.,positive
The screen is clunky and th camera is blurry indoors. Very poor value.,negative
Bought it last month. Very disappointed. the sound crackles at low volume. Asked for a refund.,negative
EXACTLY WHAT I NEEDED. HONESTLY THE SCREEN IS BRIGHT AND SHARP. NO COMPLAINTS AT ALL.,positive
Really happy with it — the screen is bright and sharp :),positive
"Second one I have owned. Good idea, terrible execution. delivery took three weeks.",positive
Save your money — delivery took tree weeks,negative
Used it daily for two weeks. The sound crackles at low volume and the battery dies in two hours. Deeply unimpressed.,negative
Better than I expected — it is light and easy to carry :D,positive
The case is awkward and it overheats while charging. Not worth the price.,negative
Never hadan issue. charging is fast.,positive
"Used it daily for two weeks. The keyboard is handy, but the cable is fragile. Never again.",negative
Absolutely love this. Genuinely it is light and easy to carry. No complaints at all.,positive
Arrived in the original packaging. Would not recommend. Genuinely setup was a nightmare. Asked for a refund.,negative
My wife uses it more than I do. Best purchase this year. delivery arrived a day early. No complaints at all.,positive
"The build quality feels solid, but it doesnot fit at all. I cannot recommend it.",negative
Really happy with it. Seriously charging is fast. Recommend it without hesitation.,positive
Do not buy this. the sound crackles at low volume. I cannot recommend it.,negative
Arrived in the original packaging. The build quality feels solid but it does not fit at all. Never again.,negative
So glad I bought it. Really it is light and easy to carry. Exactly as described.,positive
"The app is simple to use, but it overheats while charging. Hard to recommendat this price.",negative
My wife uses it more than I do. The price is the only good thing. it is far too heavy.,negative
The battery dies in two hours and the app crashes on every launch. I cannot recommend it.,negative
"The screen is hopeless, but the charger is quiet. Great value.",positive
One star. Seriously it does not fit at all. Not worth the price.,negative
Better than I expected. Absolutely the build quality feels solid. Exactly as described.,positive
Would not recommend. Absolutely the plastic feels cheap. Avoid.,negative
"The case is rough, but the stand is enerous. No complaints at all.",positive
Terrible experience. Honestly support never replied. I cannot recommend it.,negative
Works beautifully. Absolutely the screen is bright and sharp. Ten out of ten.,positive
Ordered during the sale. Cannot fault it. it is light and easy to carry.,positive
Bought it last month. The screen is bright and sharp and the sound is surprisingly gooood. No complaints at all.,positive
"The screen has dead pixels, but the build quality feels solid. I would recommend it to anyone.",positive
Not as described. delivery took three weeks.,negative
"DELIVERY ARRIVED A DAY EARLY, BUT SETUP WAS A NIGHTMARE. ASKED FOR A REFUND.",negative
Worth every rupee. support replied within an hour. Will buy again.,positive
Really happy with it. Really the battery lasts all day. Exactly as described.,positive
Five stars. Really charging is fast. Will buy again.,positive
Worth every rupee. the camera is sharp even at night. Would buy it again tomorrow.,positive
Works beautifully. Honestly charging is fast. Happy to recommend this one.,positive
The stand is overpriced and the screen has dead pixels. Avoid.,negative
Best purchase this year. the camera is sharp even at night. Great value.,positive
"The screen has dead pixels, but the screen is bright and sharp. Great value.",positive
"Ordered during the sale. The charger is sluggish, but the screen is quick. Ten out of ten.",positive
Comparing it with my old one. Really happy with it. Honestly charging is fast. I would recommend it to anyone.,positive
SUPPORT REPLIED WITHIN AN HOUR AND THE BATTERY LASTS ALL DAY. HAPPY TO RECOMMEND THIS ONE.,positive
The speaker is responsive and charging is fast. Very pleased.,positive
Ordered during the sale. Complete waste of money — it overheats while charging,negative
Arrived in the original packaging. Works beautifully. Seriously the screen is bright and sharp. Happy to recommend this one.,positive
Save your money. Genuinely the sound crackles at low volume. Asked for a refund.,negative
Not as described. the battery dies in two hours.,positive
The camera is blurry indoors and the camera is blurry indoors. Zero out of ten.,negative
Ordered during the sale. Do not buy this. support never replied. Hard to recommend at this price.,negative
"Bought it last month. It is light and easy to carry, but delivery took three weeks. Would not buy it again.",negative
Comparing it with my old one. Regret this purchase. Absolutely the plastic feels cheap. Zero out of ten.,negative
"The camera is premium, but the speaker is cramped. I cannot recommend it.",negative
The price is the only good thing. it is far too heavy.,negative
"It is light and easy to carry, but the sound crackles at low volume. Very poor value.",negative
So glad I bought it. Genuinely the battery lasts all day. Great value.,positive
Absolutely love this. charging is fast. I would recommend it to anyone.,positive
"The battery lasts all day, but the app crashes on every launch. Asked fora refund.",negative
"The app crashes on every launch, but it is light and easy to carry. Happy to recommend this one.",positive
Works beautifully. Absolutely setup took two minutes. Highly recommended.,positive
I wanted to love this. it does not fit a all.,negative
"The charger is sluggish, but the screen is responsive. Great value.",positive
Arrived in the original packaging. Complete waste of money. Genuinely the plastic feels cheap. Asked for a refund.,negative
It isn't perfect but i love it. the build quality feels solid.,positive
Works beautifully — it fits perfectly,positive
Returned it the same week. Really the app crashes on every launch. Avoid.,negative
My wife uses it more than I do. Better than I expected. Absolutely the battery lasts all day. Would buy it again tomorrow.,negative
Very disappointed. Honestly it is far too heavy. Very poor value.,negative
It overheats while charging and the plastic feels cheap. Deeply unimpressed.,negative
Setup took two minutes and delivery arrived a day early. Exactly as described.,positive
"It overheats while charging, but delivery arrived a day early. Great value.",positive
WORTH EVERY RUPEE. HONESTLY THE CAMERA IS SHARP EVEN AT NIGHT. WOULD BUY IT AGAIN TOMORROW.,positive
The finish is smooth and the sound is surprisingly good. Great value.,positive
The stand is awkward and the app crashes on every launch. Not worth the price.,negative
Comparing it with my old one. The sound crackles at low volume and it does not fit at all. Very poor value.,negative
Would not recommend. the camera is blurry indoors. Zero out of ten.,negative
Best purchase this year. Absolutely setup took two minutes. Will buy again.,positive
Worth every rupee. Really the sound is surprisingly good. Will buy again.,positive
SO GLAD I BOUGHT IT. REALLY IT FITS PERFECTL. EXACTLY AS DESCRIBED.,positive
"Delivery took three weeks, but support replied within an hour. I would recommend it to anyone.",positive
"Delivery arrived a day early, but the sound crackles at low volume. Deeply unimpressed.",negative
Ordered during the sale. One star. Honestly the sound crackles at low volume. Never again.,negative
The screen has dead pixels and it does not fit at all. Never again.,negative
"The battery lasts all day, but the plastic feels cheap. Hard to recommend at this price.",negative
ABSOLUTELY LOVE THIS. SERIOUSLY DELIVERY ARRIVED A DAY EARLY. NO COMPLAINTS ATALL.,positive
It fits perfectly and the app is simple to use. Exactly as described.,positive
Better than I expected. Absolutely support replied within an hour. Would buy it again tomorrow.,positive
The camera is sharp even at night and the screen is bright and sharp. Ten out of ten.,positive
The camera is sharp even at night and delivery arrived a day early. Recommendit without hesitation.,positive
So glad I bought it. Genuinely the screen is bright and sharp. Highly recommended.,positive
Worth evey rupee. Absolutely the camera is sharp even at night. Highly recommended.,positive
"It is far too heavy, but delivery arrived a day early. Very pleased.",positive
Bought it last month. Better than I expected — setup took two minues :),positive
"My wife uses it more than I do. The camera is blurry indoors, but setup took two minutes. I woud recommend it to anyone.",positive
Delivery arrived a day early and the app is simple to use. Recommend it without hesitation.,positive
"THE BATTERY IS ROUGH, BUT THE APP IS PREMIUM. WILL BUY AGAIN.",positive
HARDLY ANY COMPLAINTS. THE APP IS SIMPLE TO USE.,positive
"Used it daily for two weeks. Charging is fast, but deliery took three weeks. Zero out of ten.",negative
Second one I have owned. Does not do what it promises. the camera is blurry indoors.,negative
"Setup took two minutes, but it does not fit at all. Deeply unimpressed.",negative
The speaker is awkward and it is far too heavy. I cannot recommend it.,negative
"The case is responsive, but the battry is unreliable. Very poor value.",positive
Regret this purchase. Genuinely the sound crackles at low volume. Never again.,negative
"The sound is surprisingly good, but it overheats while charging. Asked for a refund.",negative
Absolutely love this. Seriously the battery lasts all day. Happy to recommend this one.,positive
The camera is blurry indoors and delivery took three weeks. Not worth the price.,negative
Returned it the same week. Really the camera is blurry indoors. Never again.,negative
The app crashes on every launch and delivery took three weeks. Hard to recommend at this price.,negative
"Bought it last month. The cable is dim, but the charger is crisp. I would recommend it to anyone.",positive
Bought it last month. Very disappointed. Honestly the screen has dead pixels. Hard to recommend at this price.,negative
"Setup took two minutes, but it is far too heavy. Never again.",negative
Comparing it with my old one. Delighted with this one. charging is fast. Highly recommended.,positive
So glad I bought it. Absolutely support replied within an hour. Exactly as described.,positive
Delivery arrived a day early and delivery arrived a day early. Highly recommended.,positive
The packaging is fragile and the battery dies in two hours. Avoid.,negative
Terrible experience. Really the camera is blurry indoors. Would not buy it again.,negative
Would not recomend. Honestly the battery dies in two hours. Avoid.,negative
Regret this purchase. Genuinely the camera is blurry indoors. Never again.,negative
Used it daily for two weeks. Delighted with this one. Really charging is fast. Will buy again.,positive
Exactly what I needed. Genuinely charging is fast. Would buy it again tomorrow.,positive
REGRET THIS PURCHASE — IT IS FAR TOO HEAVY :(,negative
Setup took two minutes and it fits perfectly. Gret value.,positive
"The case is resposive, but the camera is awkward. I cannot recommend it.",negative
Very disappointed — t overheats while charging :(,negative
"The battery dies in two hours, but charging is fast. Recommend it without hesitation.",positive
One star. it is far too heavy. Asked for a refund.,negative
Setup was a nightmare and delivery took three weeks. Hard to recommend at this price.,negative
The price is the only good thing. setup was a nightmare.,negative
I wanted to love this. the camera is blurry indoors.,negative
Comparing it with my old one. Cannot fault it. th app is simple to use.,positive
Five stars — the batery lasts all day :D,positive
Really hppy with it. support replied within an hour. Great value.,positive
The battery dies in two hours and it is far too heavy. I cannot recommend it.,negative
"The sound crackles at low volume, but the screen is bright and sharp. Exactly as described.",positive
FIVE STARS. GENUINELY THE APP IS SIMPLE TO USE. HAPPY TO RECOMMEND THIS ONE.,positive
"It does not fit at all, but the screen is bright and sharp. Ten out of ten.",positive
The screen is bright and sharp and support replied within an hour. Happy to recommend this one.,positive
Second one I have owned. One star. Absolutely it overheats while charging. Would not buy it agai.,negative
Broke within a week. Really the sound crackles at low volume. Would not buy it again.,negative
"Support never replied, but setup took two minutes. Highly ecommended.",positive
So glad I bought it. Absolutely the app is simple to use. Happy to recommend this one.,positive
One star. Really delivery took three weeks. Would not buy it again.,negative
"Used it daily for two weeks. Good idea, terrible execution. the battery dies in two hours.",negative
Terrible experience. Honestly it overheats while charging. Would not buy it again.,negative
Not worth it. delivery took three weeks.,negative
Would not recommend. Absolutely the screen has dead pixels. Very poor value.,negative
Very disappointed. Really setup was a nightmare. Never again.,negative
"Bought it last month. The camera is sharp even at night, but the app crashes on every launch. Never again.",negative
Second one I have owned. It fits perfectly and it fits perfectly. Recommend it without hesitation.,positive
"Good idea, terrible execution. delivery took three weeks.",negative
"It does not fit at all, but delivery arrived a day early. Happy to recommend this one.",positive
"The plastic feels cheap, but the build quality feels solid. Great value.",positive
Never had an issue. the sound is surprisingly good.,positive
Worth every rupee. setup took two minutes. Will buy again.,positive
Worth every rupee. Really the battery lasts all day. Happy to recommend this one.,positive
The battery is sluggish and setup was a nightmare. Very poor value.,negative
Terrible experience — the camera is blurry indoors :/,negative
Absolutely love this. Really it is light and easy to carry. Will buy again.,positive
The charger is sluggish and the battery dies in two hours. Avoid.,negative
Works beautifully. Genuinely the app is simple to use. Happy to recommend this one.,positive
"I fits perfectly, but setup was a nightmare. Never again.",negative
Bought it last month. Returned it the same week. Absolutely setup was a nightmare. Deeply unimpressed.,negative
"Support never replied, but it is light and easy to carry. Would buy it again tomorrow.",positive
Realy happy with it. Seriously the screen is bright and sharp. Exactly as described.,positive
Very disappointed. Genuinely the battery dies in two hours. Asked for a refund.,negative
"Used it daily for two weeks. Nice box, broken product. the camera is blurry indoors.",negative
It isn't perfect but i love it. charging is fast.,positive
Exactly what I needed. Seriously the battery lasts all day. I would recommend it to anyone.,positive
Charging is fast and it fits perfectly. Exactly as described.,positive
"The app crashes on every launch, but the battery lasts all day. Will buy again.",positive
The camera is sharp even at night and setup took two minutes. Recommend it without hesitation.,positive
"My wife uses it more than I do. The charger is smooth, but the speaker is flimsy. Hard to recommend at this price.",negative
It fits perfectly and delivery arrived a day early. I would recommend it to anyone.,positive
Does not do what it promise. it overheats while charging.,negative
Second one I have owned. The battery dies in two hours and the plastic feels cheap. I cannot recommend it.,negative
"Bought it last month. Nice box, broken product. it does not fit at all.",negative
Broke within a week — the sound crackles at low volume :/,negative
Works eautifully. Really the camera is sharp even at night. Great value.,positive
Doesn't disappoint. the app is simple to use.,positive
"DELIVERY TOOK THREE WEEKS, BU CHARGING IS FAST. NO COMPLAINTS AT ALL.",positive
Terrible experience. Genuinely the sound crackles at low volume.Asked for a refund.,negative
Best purchase this year. Seriously it fits perfectly. Ten out of ten.,positive
"The camera is sharp even at night, but the screen has dead pixels. Would not buy it again.",negative
Save your money. Seriously it overheats while charging. Zero out of ten.,negative
"Arrived in the original packaging. It overheats while charging, but support replied within an hour. Ten out of ten.",positive
Hardly any complaints. it fits perfectly.,positive
Would not recommend. the battery dies in two hours. Never again.,negative
"The battery dies in two hours, but setup took two minutes. Would buy it again tomorrow.",positive
"Second one I have owned. The app crashes on every launch, but the build quality eels solid. I would recommend it to anyone.",positive
The plastic feels cheap and the appcrashes on every launch. I cannot recommend it.,negative
"Comparing it with my old one. Not bad at all, actually. the sound is surprisingly good.",positive
The cable is generous and the battery lasts all day. Highly recommended.,positive
I wanted to love this. the plastic feels cheap.,negative
"Support replied within an hour, but it overheats while charging. Never again.",negative
The case is faulty and the battery dies in two hours. I cannot recommend it.,negative
Ordered during the sale. Delighted with this one — te build quality feels solid,positive
"HE APP CRASHES ON EVERY LAUNCH, BUT THE CAMERA IS SHARP EVEN AT NIGHT. TEN OUT OF TEN.",positive
"Ordered during the sale. Support never replied, but support replied within an hour. I would recommend it to anyone.",positive
